id_municipio,cidade,ano,semana,temperatura_media,precipitacao,casos
1100205,Porto Velho,2021,13,,0.0,6
1100205,Porto Velho,2021,14,,0.0,2
1100205,Porto Velho,2021,15,,0.0,1
1100205,Porto Velho,2021,16,,0.0,12
1100205,Porto Velho,2021,17,,0.0,9
1100205,Porto Velho,2021,18,,0.0,4
1100205,Porto Velho,2021,19,,0.0,1
1100205,Porto Velho,2021,20,,0.0,7
1100205,Porto Velho,2021,21,,0.0,6
1100205,Porto Velho,2021,22,,0.0,3
1100205,Porto Velho,2021,24,,0.0,11
1100205,Porto Velho,2021,25,,0.0,3
1100205,Porto Velho,2021,26,,0.0,6
1100205,Porto Velho,2021,28,,0.0,3
1100205,Porto Velho,2021,29,,0.0,2
1100205,Porto Velho,2021,30,,0.0,2
1100205,Porto Velho,2021,34,,0.0,5
1100205,Porto Velho,2021,37,,0.0,1
1100205,Porto Velho,2021,42,,0.0,2
1100205,Porto Velho,2021,43,,0.0,3
1100205,Porto Velho,2021,44,,0.0,1
1100205,Porto Velho,2021,45,,0.0,2
1100205,Porto Velho,2021,46,,0.0,2
1100205,Porto Velho,2021,47,,0.0,2
1100205,Porto Velho,2021,48,,0.0,4
1100205,Porto Velho,2021,49,,0.0,1
1100205,Porto Velho,2021,50,,0.0,3
1100205,Porto Velho,2021,51,,0.0,3
1100205,Porto Velho,2021,52,29.0,3.8000000000000003,2
1100205,Porto Velho,2022,1,27.442857142857143,55.8,24
1100205,Porto Velho,2022,2,26.592857142857145,62.8,40
1100205,Porto Velho,2022,3,27.535714285714285,20.599999999999998,22
1100205,Porto Velho,2022,4,26.8875,57.39999999999999,11
1100205,Porto Velho,2022,5,27.066666666666666,176.60000000000002,30
1100205,Porto Velho,2022,6,26.978571428571428,87.80000000000001,31
1100205,Porto Velho,2022,7,25.592857142857145,215.0,44
1100205,Porto Velho,2022,8,26.87142857142857,112.8,34
1100205,Porto Velho,2022,9,27.349999999999998,171.4,51
1100205,Porto Velho,2022,10,26.914285714285715,43.800000000000004,66
1100205,Porto Velho,2022,11,26.75,79.0,78
1100205,Porto Velho,2022,12,27.271428571428572,90.19999999999999,80
1100205,Porto Velho,2022,13,25.685714285714287,49.6,108
1100205,Porto Velho,2022,14,28.12142857142857,1.0,144
1100205,Porto Velho,2022,15,27.349999999999998,36.199999999999996,77
1100205,Porto Velho,2022,16,27.564285714285713,153.8,109
1100205,Porto Velho,2022,17,28.27857142857143,3.1999999999999997,200
1100205,Porto Velho,2022,18,27.078571428571426,37.0,103
1100205,Porto Velho,2022,19,27.885714285714283,5.0,64
1100205,Porto Velho,2022,20,23.8,3.4000000000000004,85
1100205,Porto Velho,2022,21,27.349999999999998,7.2,57
1100205,Porto Velho,2022,22,26.614285714285717,17.2,46
1100205,Porto Velho,2022,23,,0.0,50
1100205,Porto Velho,2022,24,,0.0,25
1100205,Porto Velho,2022,25,,0.0,32
1100205,Porto Velho,2022,26,,0.0,31
1100205,Porto Velho,2022,27,,0.0,22
1100205,Porto Velho,2022,28,28.728571428571428,1.4,36
1100205,Porto Velho,2022,29,27.49285714285714,0.0,28
1100205,Porto Velho,2022,30,27.27857142857143,0.0,18
1100205,Porto Velho,2022,31,27.919999999999998,4.800000000000001,19
1100205,Porto Velho,2022,32,27.05,7.0,23
1100205,Porto Velho,2022,33,27.410000000000004,0.0,8
1100205,Porto Velho,2022,34,27.619999999999997,0.0,15
1100205,Porto Velho,2022,35,28.389999999999997,1.6,10
1100205,Porto Velho,2022,36,28.599999999999998,0.0,5
1100205,Porto Velho,2022,37,29.55,0.0,3
1100205,Porto Velho,2022,38,29.416666666666668,29.200000000000003,13
1100205,Porto Velho,2022,39,29.099999999999998,0.2,4
1100205,Porto Velho,2022,40,28.733333333333334,44.20000000000001,6
1100205,Porto Velho,2022,41,28.0,1.2,1
1100205,Porto Velho,2022,42,28.616666666666664,18.4,4
1100205,Porto Velho,2022,43,26.450000000000003,13.799999999999999,2
1100205,Porto Velho,2022,44,25.9,0.6000000000000001,2
1100205,Porto Velho,2022,45,28.68,0.8,12
1100205,Porto Velho,2022,46,28.491666666666664,56.800000000000004,14
1100205,Porto Velho,2022,47,27.364285714285717,58.599999999999994,17
1100205,Porto Velho,2022,48,27.3,52.0,26
1100205,Porto Velho,2022,49,27.54,21.0,14
1100205,Porto Velho,2022,50,27.616666666666664,0.6000000000000001,19
1100205,Porto Velho,2022,51,27.141666666666666,61.199999999999996,22
1100205,Porto Velho,2022,52,26.964285714285715,80.4,18
1100205,Porto Velho,2023,1,26.416666666666668,0.2,14
1100205,Porto Velho,2023,2,,0.0,24
1100205,Porto Velho,2023,3,,0.0,36
1100205,Porto Velho,2023,4,,0.0,49
1100205,Porto Velho,2023,5,,0.0,49
1100205,Porto Velho,2023,6,,0.0,64
1100205,Porto Velho,2023,7,,0.0,50
1100205,Porto Velho,2023,8,,0.0,44
1100205,Porto Velho,2023,9,,0.0,66
1100205,Porto Velho,2023,10,,0.0,63
1100205,Porto Velho,2023,11,,0.0,73
1100205,Porto Velho,2023,12,,0.0,50
1100205,Porto Velho,2023,13,27.516666666666666,18.400000000000002,52
1100205,Porto Velho,2023,14,26.95,1.4,30
1100205,Porto Velho,2023,15,25.78333333333333,22.000000000000004,40
1100205,Porto Velho,2023,16,28.03,19.799999999999997,28
1100205,Porto Velho,2023,17,27.599999999999998,1.2,29
1100205,Porto Velho,2023,18,27.139999999999997,0.8,24
1100205,Porto Velho,2023,19,28.383333333333336,1.6,26
1100205,Porto Velho,2023,20,32.099999999999994,0.0,15
1100205,Porto Velho,2023,21,28.525000000000002,0.0,19
1100205,Porto Velho,2023,22,27.05,51.8,20
1100205,Porto Velho,2023,23,27.691666666666666,9.0,16
1100205,Porto Velho,2023,24,23.71,3.8000000000000003,14
1100205,Porto Velho,2023,25,27.085714285714285,1.6,15
1100205,Porto Velho,2023,26,26.633333333333336,0.0,13
1100205,Porto Velho,2023,27,26.689999999999998,0.8,12
1100205,Porto Velho,2023,28,27.57,14.6,15
1100205,Porto Velho,2023,29,27.46666666666667,0.0,23
1100205,Porto Velho,2023,30,27.03,0.0,9
1100205,Porto Velho,2023,31,27.299999999999997,2.8,8
1100205,Porto Velho,2023,32,28.307142857142857,45.0,9
1100205,Porto Velho,2023,33,27.3875,0.0,8
1100205,Porto Velho,2023,34,29.1875,0.2,4
1100205,Porto Velho,2023,35,28.883333333333336,7.2,4
1100205,Porto Velho,2023,36,28.75,0.0,1
1100205,Porto Velho,2023,37,29.1,0.0,2
1100205,Porto Velho,2023,38,28.5375,6.800000000000001,4
1100205,Porto Velho,2023,39,29.333333333333332,7.6000000000000005,5
1100205,Porto Velho,2023,40,29.575,0.0,2
1100205,Porto Velho,2023,41,29.325,2.8,9
1100205,Porto Velho,2023,42,28.900000000000002,7.6000000000000005,10
1100205,Porto Velho,2023,43,29.65,40.0,7
1100205,Porto Velho,2023,44,28.02,55.2,9
1100205,Porto Velho,2023,45,29.2125,0.0,8
1100205,Porto Velho,2023,46,29.900000000000002,5.2,4
1100205,Porto Velho,2023,47,28.875,0.0,3
1100205,Porto Velho,2023,48,28.939999999999998,104.4,8
1100205,Porto Velho,2023,49,28.112499999999997,49.79999999999999,9
1100205,Porto Velho,2023,50,28.692857142857143,64.0,15
1100205,Porto Velho,2023,51,28.066666666666666,24.8,7
1100205,Porto Velho,2023,52,27.9,92.0,11
1100205,Porto Velho,2024,1,27.778571428571432,48.0,15
1100205,Porto Velho,2024,2,27.900000000000002,45.0,31
1100205,Porto Velho,2024,3,28.542857142857144,131.0,30
1100205,Porto Velho,2024,4,28.142857142857142,117.8,41
1100205,Porto Velho,2024,5,27.607142857142858,130.2,32
1100205,Porto Velho,2024,6,28.728571428571428,29.799999999999997,33
1100205,Porto Velho,2024,7,28.25714285714286,74.8,36
1100205,Porto Velho,2024,8,27.99285714285714,80.39999999999999,55
1100205,Porto Velho,2024,9,27.97142857142857,96.6,31
1100205,Porto Velho,2024,10,28.74285714285714,62.2,33
1100205,Porto Velho,2024,11,29.474999999999998,2.0,22
1100205,Porto Velho,2024,12,28.133333333333336,63.0,10
1100205,Porto Velho,2024,13,27.76,46.4,10
1100205,Porto Velho,2024,14,27.95,38.599999999999994,13
1100205,Porto Velho,2024,15,28.458333333333332,108.19999999999999,11
1100205,Porto Velho,2024,16,28.285714285714285,50.0,8
1100205,Porto Velho,2024,17,28.3,8.8,18
1100205,Porto Velho,2024,18,29.05,0.6000000000000001,6
1100205,Porto Velho,2024,19,29.216666666666665,8.2,11
1100205,Porto Velho,2024,20,26.8375,45.60000000000001,7
1100205,Porto Velho,2024,21,25.433333333333334,0.8,5
1100205,Porto Velho,2024,22,23.7,0.0,5
1100205,Porto Velho,2024,23,27.919999999999998,0.0,9
1100205,Porto Velho,2024,24,27.675,0.0,21
1100205,Porto Velho,2024,25,27.900000000000002,0.2,3
1100205,Porto Velho,2024,26,28.212500000000002,0.0,8
1100205,Porto Velho,2024,27,27.3625,0.0,6
1100205,Porto Velho,2024,28,26.080000000000002,3.4,10
1100205,Porto Velho,2024,29,25.4375,0.0,6
1100205,Porto Velho,2024,30,28.05,0.0,4
1100205,Porto Velho,2024,31,29.2,0.0,7
1100205,Porto Velho,2024,32,28.8,0.0,3
1100205,Porto Velho,2024,33,28.4,13.8,2
1100205,Porto Velho,2024,34,30.45,2.0,3
1100205,Porto Velho,2024,35,26.325000000000003,0.0,6
1100205,Porto Velho,2024,36,29.65,0.0,3
1100205,Porto Velho,2024,37,32.3,0.0,2
1100205,Porto Velho,2024,38,31.5,0.0,2
1100205,Porto Velho,2024,39,31.85,0.0,3
1100205,Porto Velho,2024,43,28.125,0.0,2
1100205,Porto Velho,2024,44,29.3,0.0,3
1100205,Porto Velho,2024,45,27.55,0.0,1
1100205,Porto Velho,2024,46,28.599999999999998,0.0,1
1100205,Porto Velho,2024,47,28.65,0.0,2
1100205,Porto Velho,2024,48,29.75,0.0,1
1200401,Rio Branco,2015,1,25.78333333333333,2.4,4
1200401,Rio Branco,2015,2,25.82857142857143,45.0,19
